a,p,q,f,l,T,m,M
660014240,74.19000000,0.41400000,1987474498,1987474498,1782068433345,False,True
660014241,74.19000000,0.75500000,1987474499,1987474499,1782068434214,False,True
660014242,74.19000000,73.41300000,1987474500,1987474517,1782068435232,False,True
660014243,74.19000000,23.36700000,1987474518,1987474518,1782068437730,False,True
660014244,74.18000000,2.01700000,1987474519,1987474519,1782068437916,True,True
660014245,74.19000000,0.84900000,1987474520,1987474520,1782068438368,False,True
660014246,74.19000000,4.64200000,1987474521,1987474537,1782068439096,False,True
660014247,74.20000000,2.98100000,1987474538,1987474558,1782068439154,False,True
660014248,74.21000000,0.17500000,1987474559,1987474559,1782068440138,False,True
660014249,74.21000000,1.01000000,1987474560,1987474570,1782068441953,False,True
660014250,74.21000000,24.17700000,1987474571,1987474586,1782068443633,False,True
660014251,74.21000000,1.00000000,1987474587,1987474600,1782068443661,False,True
660014252,74.21000000,1.66800000,1987474601,1987474620,1782068446921,True,True
660014253,74.21000000,2.72100000,1987474621,1987474621,1782068448569,False,True
660014254,74.21000000,2.69500000,1987474622,1987474622,1782068450486,False,True
660014255,74.21000000,11.18400000,1987474623,1987474636,1782068450854,False,True
660014256,74.21000000,0.40300000,1987474637,1987474637,1782068450855,False,True
660014257,74.21000000,0.36000000,1987474638,1987474642,1782068450857,False,True
660014258,74.21000000,0.34000000,1987474643,1987474647,1782068450857,False,True
660014259,74.21000000,14.35000000,1987474648,1987474661,1782068450859,False,True
660014260,74.22000000,100.21800000,1987474662,1987474684,1782068452769,False,True
660014261,74.21000000,0.09600000,1987474685,1987474685,1782068454919,True,True
660014262,74.22000000,0.23700000,1987474686,1987474686,1782068454920,False,True
660014263,74.21000000,0.54900000,1987474687,1987474687,1782068456646,True,True
660014264,74.21000000,0.08100000,1987474688,1987474688,1782068456847,True,True
660014265,74.22000000,2.00000000,1987474689,1987474698,1782068458538,False,True
660014266,74.21000000,0.35000000,1987474699,1987474699,1782068458639,True,True
660014267,74.21000000,12.79900000,1987474700,1987474701,1782068458659,True,True
660014268,74.21000000,17.68500000,1987474702,1987474703,1782068458659,True,True
660014269,74.21000000,2.92600000,1987474704,1987474704,1782068458660,True,True
660014270,74.21000000,9.64400000,1987474705,1987474705,1782068458660,True,True
660014271,74.21000000,10.16000000,1987474706,1987474706,1782068458661,True,True
660014272,74.21000000,6.66600000,1987474707,1987474708,1782068458661,True,True
660014273,74.21000000,3.61500000,1987474709,1987474709,1782068458662,True,True
660014274,74.21000000,1.63100000,1987474710,1987474710,1782068458662,True,True
660014275,74.21000000,17.21400000,1987474711,1987474711,1782068458663,True,True
660014276,74.21000000,9.23100000,1987474712,1987474725,1782068458663,True,True
660014277,74.21000000,1.88400000,1987474726,1987474728,1782068458663,True,True
660014278,74.21000000,2.93700000,1987474729,1987474729,1782068458664,True,True
660014279,74.21000000,4.78000000,1987474730,1987474730,1782068458664,True,True
660014280,74.21000000,5.65300000,1987474731,1987474731,1782068458665,True,True
660014281,74.21000000,3.32400000,1987474732,1987474732,1782068458665,True,True
660014282,74.21000000,2.48900000,1987474733,1987474733,1782068458665,True,True
660014283,74.21000000,10.24200000,1987474734,1987474734,1782068458666,True,True
660014284,74.21000000,1.63700000,1987474735,1987474735,1782068458666,True,True
660014285,74.21000000,3.17300000,1987474736,1987474736,1782068458667,True,True
660014286,74.21000000,9.27900000,1987474737,1987474737,1782068458667,True,True
660014287,74.21000000,19.25900000,1987474738,1987474757,1782068460857,True,True
660014288,74.20000000,1.48800000,1987474758,1987474775,1782068460871,True,True
660014289,74.19000000,1.46400000,1987474776,1987474778,1782068460916,True,True
660014290,74.20000000,0.12500000,1987474779,1987474780,1782068461380,False,True
660014291,74.20000000,15.05400000,1987474781,1987474800,1782068463050,False,True
660014292,74.21000000,0.07500000,1987474801,1987474801,1782068465261,False,True
660014293,74.21000000,2.63400000,1987474802,1987474819,1782068465569,False,True
660014294,74.21000000,2.10000000,1987474820,1987474820,1782068465572,False,True
660014295,74.21000000,3.97800000,1987474821,1987474821,1782068465572,False,True
660014296,74.21000000,0.36100000,1987474822,1987474822,1782068465573,False,True
660014297,74.21000000,0.49300000,1987474823,1987474823,1782068465575,False,True
660014298,74.21000000,0.46400000,1987474824,1987474824,1782068465576,False,True
660014299,74.21000000,6.45100000,1987474825,1987474839,1782068465578,False,True
660014300,74.21000000,0.35700000,1987474840,1987474844,1782068465579,False,True
660014301,74.22000000,15.58000000,1987474845,1987474866,1782068466421,False,True
660014302,74.23000000,1.76400000,1987474867,1987474869,1782068467887,False,True
660014303,74.22000000,33.02700000,1987474870,1987474870,1782068468262,True,True
660014304,74.23000000,15.32200000,1987474871,1987474892,1782068472846,False,True
660014305,74.23000000,5.95700000,1987474893,1987474893,1782068475960,True,True
660014306,74.24000000,17.38500000,1987474894,1987474898,1782068479583,False,True
660014307,74.24000000,4.28500000,1987474899,1987474899,1782068480395,False,True
660014308,74.24000000,1.56400000,1987474900,1987474917,1782068482671,False,True
660014309,74.25000000,22.29500000,1987474918,1987474927,1782068482699,False,True
660014310,74.25000000,5.71800000,1987474928,1987474928,1782068482804,False,True
660014311,74.25000000,0.77200000,1987474929,1987474929,1782068484599,False,True
660014312,74.24000000,2.58800000,1987474930,1987474930,1782068485062,True,True
660014313,74.25000000,7.64800000,1987474931,1987474936,1782068486940,False,True
660014314,74.25000000,0.22400000,1987474937,1987474937,1782068487121,False,True
660014315,74.25000000,5.87300000,1987474938,1987474954,1782068488003,False,True
660014316,74.25000000,0.45400000,1987474955,1987474960,1782068488004,False,True
660014317,74.26000000,17.10100000,1987474961,1987474982,1782068489786,False,True
660014318,74.27000000,10.59700000,1987474983,1987474993,1782068489857,False,True
660014319,74.27000000,0.64300000,1987474994,1987475002,1782068489860,False,True
660014320,74.27000000,0.35600000,1987475003,1987475007,1782068489860,False,True
660014321,74.28000000,1.63200000,1987475008,1987475008,1782068489935,False,True
660014322,74.27000000,0.21500000,1987475009,1987475009,1782068491586,True,True
660014323,74.27000000,41.48300000,1987475010,1987475011,1782068493212,True,True
660014324,74.27000000,315.38000000,1987475012,1987475030,1782068493214,True,True
660014325,74.27000000,0.14000000,1987475031,1987475031,1782068493218,True,True
660014326,74.27000000,0.35900000,1987475032,1987475032,1782068493218,True,True
660014327,74.27000000,33.44800000,1987475033,1987475047,1782068493220,True,True
660014328,74.26000000,2.22400000,1987475048,1987475068,1782068493227,True,True
660014329,74.25000000,215.45700000,1987475069,1987475092,1782068493264,True,True
660014330,74.25000000,81.80700000,1987475093,1987475101,1782068493267,True,True
660014331,74.25000000,0.14600000,1987475102,1987475104,1782068493268,True,True
660014332,74.25000000,62.14600000,1987475105,1987475114,1782068493271,True,True
660014333,74.25000000,0.14400000,1987475115,1987475115,1782068493272,True,True
660014334,74.25000000,0.21900000,1987475116,1987475119,1782068493272,True,True
660014335,74.25000000,0.13600000,1987475120,1987475121,1782068493274,True,True
660014336,74.25000000,0.14100000,1987475122,1987475123,1782068493274,True,True
660014337,74.25000000,61.19600000,1987475124,1987475135,1782068493275,True,True
660014338,74.25000000,0.28400000,1987475136,1987475136,1782068493279,True,True
660014339,74.25000000,0.28400000,1987475137,1987475137,1782068493279,True,True
660014340,74.25000000,0.14400000,1987475138,1987475140,1782068493279,True,True
660014341,74.25000000,0.14600000,1987475141,1987475143,1782068493283,True,True
660014342,74.25000000,0.14300000,1987475144,1987475146,1782068493287,True,True
660014343,74.25000000,1.00600000,1987475147,1987475161,1782068493296,True,True
660014344,74.25000000,4.75600000,1987475162,1987475162,1782068494097,False,True
660014345,74.25000000,5.32000000,1987475163,1987475177,1782068496590,False,True
660014346,74.25000000,15.17200000,1987475178,1987475194,1782068496593,False,True
660014347,74.25000000,4.00000000,1987475195,1987475195,1782068496887,True,True
660014348,74.25000000,14.76000000,1987475196,1987475213,1782068497721,True,True
660014349,74.24000000,39.22600000,1987475214,1987475233,1782068498157,True,True
660014350,74.24000000,0.43200000,1987475234,1987475239,1782068498159,True,True
660014351,74.23000000,2.17500000,1987475240,1987475261,1782068498296,True,True
660014352,74.23000000,2.00000000,1987475262,1987475262,1782068500771,False,True
660014353,74.23000000,0.48800000,1987475263,1987475263,1782068502413,False,True
660014354,74.22000000,0.52400000,1987475264,1987475264,1782068502961,True,True
660014355,74.22000000,7.00900000,1987475265,1987475287,1782068504221,True,True
660014356,74.21000000,0.14600000,1987475288,1987475289,1782068506547,True,True
660014357,74.22000000,25.89900000,1987475290,1987475290,1782068507828,False,True
660014358,74.22000000,0.08800000,1987475291,1987475291,1782068509388,False,True
660014359,74.22000000,253.18000000,1987475292,1987475298,1782068509388,False,True
660014360,74.22000000,26.77400000,1987475299,1987475320,1782068509399,False,True
660014361,74.23000000,1.00000000,1987475321,1987475322,1782068509413,False,True
660014362,74.23000000,53.54700000,1987475323,1987475335,1782068509437,False,True
660014363,74.23000000,3.41500000,1987475336,1987475349,1782068509547,False,True
660014364,74.23000000,4.14000000,1987475350,1987475350,1782068509575,False,True
660014365,74.23000000,4.50000000,1987475351,1987475351,1782068509671,False,True
660014366,74.23000000,1.56100000,1987475352,1987475369,1782068509846,False,True
660014367,74.24000000,23.57300000,1987475370,1987475370,1782068509953,False,True
660014368,74.24000000,9.11500000,1987475371,1987475371,1782068509955,False,True
660014369,74.24000000,2.17800000,1987475372,1987475393,1782068510121,False,True
660014370,74.25000000,1.89900000,1987475394,1987475394,1782068510278,False,True
660014371,74.25000000,3.41600000,1987475395,1987475395,1782068510475,False,True
660014372,74.25000000,11.09100000,1987475396,1987475409,1782068512398,False,True
660014373,74.25000000,29.19400000,1987475410,1987475419,1782068512400,False,True
660014374,74.25000000,25.56600000,1987475420,1987475420,1782068512400,False,True
660014375,74.25000000,4.66700000,1987475421,1987475431,1782068512409,False,True
660014376,74.26000000,0.19800000,1987475432,1987475434,1782068512443,False,True
660014377,74.26000000,15.41200000,1987475435,1987475456,1782068512446,False,True
660014378,74.27000000,1.92300000,1987475457,1987475478,1782068513081,False,True
660014379,74.28000000,0.01700000,1987475479,1987475479,1782068513081,False,True
660014380,74.28000000,19.43800000,1987475480,1987475501,1782068513264,False,True
660014381,74.28000000,1.41300000,1987475502,1987475502,1782068513267,False,True
660014382,74.28000000,21.81800000,1987475503,1987475517,1782068513268,False,True
660014383,74.28000000,0.52800000,1987475518,1987475518,1782068513268,False,True
660014384,74.28000000,0.93000000,1987475519,1987475531,1782068513273,False,True
660014385,74.28000000,0.28300000,1987475532,1987475535,1782068513274,False,True
660014386,74.28000000,0.12900000,1987475536,1987475536,1782068514019,True,True
660014387,74.28000000,0.40300000,1987475537,1987475537,1782068514074,True,True
660014388,74.29000000,14.02000000,1987475538,1987475544,1782068514409,False,True
660014389,74.28000000,0.13400000,1987475545,1987475545,1782068515560,True,True
660014390,74.28000000,0.26900000,1987475546,1987475546,1782068515711,True,True
660014391,74.28000000,18.03000000,1987475547,1987475547,1782068515764,True,True
660014392,74.28000000,4.95600000,1987475548,1987475565,1782068515766,True,True
660014393,74.27000000,4.93600000,1987475566,1987475585,1782068515821,True,True
660014394,74.26000000,5.03900000,1987475586,1987475607,1782068516746,True,True
660014395,74.26000000,1.48700000,1987475608,1987475624,1782068517096,False,True
660014396,74.27000000,0.08400000,1987475625,1987475626,1782068517596,False,True
660014397,74.26000000,5.87200000,1987475627,1987475627,1782068518397,True,True
660014398,74.26000000,2.00300000,1987475628,1987475628,1782068518523,True,True
660014399,74.27000000,0.36900000,1987475629,1987475633,1782068518956,False,True
660014400,74.27000000,6.16700000,1987475634,1987475636,1782068518957,False,True
660014401,74.27000000,11.71800000,1987475637,1987475653,1782068518958,False,True
660014402,74.28000000,14.64100000,1987475654,1987475671,1782068519013,False,True
660014403,74.28000000,0.54000000,1987475672,1987475678,1782068519015,False,True
660014404,74.28000000,0.52300000,1987475679,1987475686,1782068519015,False,True
660014405,74.29000000,2.40500000,1987475687,1987475687,1782068519116,False,True
660014406,74.28000000,0.09600000,1987475688,1987475688,1782068520052,True,True
660014407,74.29000000,6.73000000,1987475689,1987475706,1782068520831,False,True
660014408,74.29000000,14.87100000,1987475707,1987475723,1782068521610,False,True
660014409,74.30000000,15.12700000,1987475724,1987475743,1782068521647,False,True
660014410,74.30000000,0.21500000,1987475744,1987475746,1782068521649,False,True
660014411,74.31000000,26.40100000,1987475747,1987475767,1782068521718,False,True
660014412,74.31000000,0.21500000,1987475768,1987475770,1782068521719,False,True
660014413,74.31000000,0.24900000,1987475771,1987475771,1782068521820,True,True
660014414,74.31000000,0.26200000,1987475772,1987475772,1782068521820,True,True
660014415,74.31000000,0.38000000,1987475773,1987475773,1782068521821,True,True
660014416,74.32000000,0.81200000,1987475774,1987475775,1782068521828,False,True
660014417,74.31000000,0.93500000,1987475776,1987475776,1782068521920,True,True
660014418,74.32000000,2.07700000,1987475777,1987475777,1782068522049,False,True
660014419,74.31000000,4.73800000,1987475778,1987475794,1782068523921,True,True
660014420,74.30000000,4.91600000,1987475795,1987475813,1782068524046,True,True
660014421,74.30000000,2.69700000,1987475814,1987475814,1782068524220,False,True
660014422,74.30000000,136.27900000,1987475815,1987475836,1782068524223,False,True
660014423,74.31000000,6.86000000,1987475837,1987475841,1782068524223,False,True
660014424,74.31000000,4.00000000,1987475842,1987475842,1782068524223,False,True
660014425,74.31000000,8.00000000,1987475843,1987475843,1782068524223,False,True
660014426,74.31000000,1.46400000,1987475844,1987475844,1782068524331,False,True
660014427,74.31000000,14.64100000,1987475845,1987475845,1782068524338,False,True
660014428,74.31000000,0.10100000,1987475846,1987475846,1782068524449,False,True
660014429,74.31000000,0.08800000,1987475847,1987475847,1782068524471,False,True
660014430,74.31000000,0.13400000,1987475848,1987475848,1782068524492,False,True
660014431,74.31000000,75.81000000,1987475849,1987475849,1782068524505,False,True
660014432,74.31000000,20.54000000,1987475850,1987475850,1782068524505,False,True
660014433,74.31000000,83.94200000,1987475851,1987475869,1782068524505,False,True
660014434,74.31000000,0.78200000,1987475870,1987475880,1782068524507,False,True
660014435,74.32000000,14.25800000,1987475881,1987475881,1782068524759,False,True
660014436,74.31000000,0.58400000,1987475882,1987475882,1782068526281,True,True
660014437,74.32000000,1.43100000,1987475883,1987475901,1782068526521,False,True
660014438,74.33000000,6.33800000,1987475902,1987475907,1782068527529,False,True
660014439,74.33000000,0.47100000,1987475908,1987475908,1782068527532,False,True
660014440,74.33000000,5.55100000,1987475909,1987475909,1782068527532,False,True
660014441,74.33000000,0.40900000,1987475910,1987475910,1782068527533,False,True
660014442,74.33000000,0.52700000,1987475911,1987475911,1782068527535,False,True
660014443,74.33000000,2.25900000,1987475912,1987475912,1782068527536,False,True
660014444,74.33000000,3.79100000,1987475913,1987475913,1782068527537,False,True
660014445,74.33000000,0.46600000,1987475914,1987475914,1782068527539,False,True
660014446,74.33000000,0.46000000,1987475915,1987475915,1782068527540,False,True
660014447,74.33000000,0.60300000,1987475916,1987475916,1782068527542,False,True
660014448,74.33000000,33.59100000,1987475917,1987475932,1782068527979,False,True
660014449,74.33000000,0.35700000,1987475933,1987475937,1782068527980,False,True
660014450,74.34000000,16.48900000,1987475938,1987475963,1782068528068,False,True
660014451,74.35000000,2.43100000,1987475964,1987475966,1782068528270,False,True
660014452,74.35000000,5.54000000,1987475967,1987475967,1782068528271,False,True
660014453,74.35000000,6.31600000,1987475968,1987475983,1782068528273,False,True
660014454,74.35000000,0.57300000,1987475984,1987475992,1782068528276,False,True
660014455,74.35000000,0.49600000,1987475993,1987475999,1782068528276,False,True
660014456,74.35000000,0.07900000,1987476000,1987476000,1782068530107,True,True
660014457,74.36000000,0.06700000,1987476001,1987476001,1782068530436,False,True
660014458,74.36000000,15.00000000,1987476002,1987476016,1782068530799,False,True
660014459,74.36000000,2.69700000,1987476017,1987476017,1782068531120,False,True
660014460,74.36000000,0.08800000,1987476018,1987476018,1782068531387,False,True
660014461,74.36000000,23.89100000,1987476019,1987476026,1782068531415,False,True
660014462,74.36000000,99.08000000,1987476027,1987476028,1782068531415,False,True
660014463,74.36000000,108.68300000,1987476029,1987476030,1782068531416,False,True
660014464,74.36000000,6.05600000,1987476031,1987476043,1782068532626,False,True
660014465,74.36000000,0.44400000,1987476044,1987476044,1782068532628,False,True
660014466,74.36000000,0.38900000,1987476045,1987476045,1782068532628,False,True
660014467,74.36000000,0.37300000,1987476046,1987476046,1782068532630,False,True
660014468,74.36000000,1.34100000,1987476047,1987476047,1782068532631,False,True
660014469,74.36000000,0.43500000,1987476048,1987476048,1782068532632,False,True
660014470,74.36000000,0.43600000,1987476049,1987476049,1782068532634,False,True
660014471,74.36000000,0.52400000,1987476050,1987476050,1782068532635,False,True
660014472,74.36000000,0.44900000,1987476051,1987476051,1782068532637,False,True
660014473,74.36000000,0.52100000,1987476052,1987476052,1782068532638,False,True
660014474,74.36000000,14.66000000,1987476053,1987476070,1782068532696,False,True
660014475,74.36000000,0.26800000,1987476071,1987476071,1782068533685,True,True
660014476,74.36000000,120.30900000,1987476072,1987476074,1782068533842,True,True
660014477,74.36000000,65.17800000,1987476075,1987476098,1782068533843,True,True
660014478,74.35000000,22.53700000,1987476099,1987476120,1782068533846,True,True
660014479,74.35000000,0.10100000,1987476121,1987476121,1782068534605,False,True
660014480,74.34000000,0.26900000,1987476122,1987476125,1782068535750,True,True
660014481,74.35000000,45.51000000,1987476126,1987476127,1782068537860,False,True
660014482,74.35000000,87.97100000,1987476128,1987476149,1782068537861,False,True
660014483,74.36000000,14.64100000,1987476150,1987476161,1782068537912,False,True
660014484,74.36000000,1.92000000,1987476162,1987476162,1782068537914,False,True
660014485,74.35000000,0.07500000,1987476163,1987476163,1782068537937,True,True
660014486,74.36000000,0.18400000,1987476164,1987476166,1782068538847,False,True
660014487,74.36000000,1.52200000,1987476167,1987476185,1782068539198,False,True
660014488,74.37000000,75.33100000,1987476186,1987476209,1782068540243,False,True
660014489,74.38000000,4.92600000,1987476210,1987476213,1782068540265,False,True
660014490,74.38000000,0.81700000,1987476214,1987476214,1782068540266,False,True
660014491,74.38000000,0.33700000,1987476215,1987476215,1782068540268,False,True
660014492,74.38000000,7.61100000,1987476216,1987476216,1782068540269,False,True
660014493,74.38000000,0.34200000,1987476217,1987476219,1782068540270,False,True
660014494,74.38000000,16.00000000,1987476220,1987476234,1782068540271,False,True
660014495,74.38000000,2.16900000,1987476235,1987476242,1782068540271,False,True
660014496,74.39000000,8.00000000,1987476243,1987476243,1782068540271,False,True
660014497,74.39000000,32.47600000,1987476244,1987476247,1782068540280,False,True
660014498,74.39000000,14.64100000,1987476248,1987476266,1782068540315,False,True
660014499,74.39000000,1.46400000,1987476267,1987476267,1782068540316,False,True
660014500,74.38000000,4.71600000,1987476268,1987476282,1782068541218,True,True
660014501,74.38000000,0.85700000,1987476283,1987476294,1782068541221,True,True
660014502,74.37000000,0.07500000,1987476295,1987476295,1782068541975,True,True
660014503,74.37000000,8.61100000,1987476296,1987476314,1782068542749,True,True
660014504,74.37000000,0.64000000,1987476315,1987476323,1782068542754,True,True
660014505,74.37000000,0.50300000,1987476324,1987476331,1782068542757,True,True
660014506,74.37000000,0.57500000,1987476332,1987476339,1782068542758,True,True
660014507,74.36000000,5.89200000,1987476340,1987476361,1782068542871,True,True
660014508,74.35000000,6.81500000,1987476362,1987476362,1782068543057,True,True
660014509,74.36000000,2.98200000,1987476363,1987476363,1782068546012,False,True
660014510,74.35000000,54.47100000,1987476364,1987476385,1782068546136,True,True
660014511,74.35000000,0.42500000,1987476386,1987476391,1782068546138,True,True
660014512,74.34000000,45.88100000,1987476392,1987476409,1782068546144,True,True
660014513,74.34000000,1.23300000,1987476410,1987476426,1782068546196,True,True
660014514,74.33000000,0.07500000,1987476427,1987476427,1782068547274,True,True
660014515,74.33000000,1.72000000,1987476428,1987476447,1782068547846,True,True
660014516,74.33000000,2.08900000,1987476448,1987476448,1782068550676,False,True
660014517,74.32000000,4.54600000,1987476449,1987476470,1782068550846,True,True
660014518,74.31000000,58.08200000,1987476471,1987476491,1782068552049,True,True
660014519,74.31000000,0.49000000,1987476492,1987476492,1782068552114,True,True
660014520,74.31000000,2.90900000,1987476493,1987476500,1782068552185,True,True
660014521,74.31000000,1.41900000,1987476501,1987476517,1782068552196,True,True
660014522,74.31000000,1.39800000,1987476518,1987476518,1782068552761,False,True
660014523,74.31000000,2.79700000,1987476519,1987476519,1782068552885,False,True
660014524,74.31000000,600.00000000,1987476520,1987476543,1782068552985,False,True
660014525,74.30000000,1.34500000,1987476544,1987476544,1782068553000,True,True
660014526,74.30000000,5.00000000,1987476545,1987476545,1782068554479,True,True
660014527,74.31000000,100.38400000,1987476546,1987476563,1782068554585,False,True
660014528,74.30000000,0.11800000,1987476564,1987476564,1782068555060,True,True
660014529,74.30000000,0.15100000,1987476565,1987476565,1782068555760,True,True
660014530,74.30000000,0.14700000,1987476566,1987476566,1782068558659,True,True
660014531,74.31000000,0.60200000,1987476567,1987476567,1782068560664,False,True
660014532,74.31000000,0.29900000,1987476568,1987476568,1782068560685,False,True
660014533,74.31000000,0.19100000,1987476569,1987476569,1782068561543,False,True
660014534,74.31000000,0.28500000,1987476570,1987476570,1782068562858,False,True
660014535,74.30000000,0.07000000,1987476571,1987476571,1782068565484,True,True
660014536,74.31000000,0.27400000,1987476572,1987476572,1782068565997,False,True
660014537,74.31000000,1.78600000,1987476573,1987476573,1782068566133,False,True
660014538,74.31000000,0.67300000,1987476574,1987476574,1782068566544,False,True
660014539,74.30000000,1.10800000,1987476575,1987476575,1782068567272,True,True
660014540,74.30000000,67.51900000,1987476576,1987476596,1782068568572,True,True
660014541,74.30000000,16.11900000,1987476597,1987476615,1782068568676,True,True
660014542,74.29000000,0.08400000,1987476616,1987476616,1782068569020,True,True
660014543,74.30000000,200.00000000,1987476617,1987476622,1782068569159,False,True
660014544,74.30000000,7.11100000,1987476623,1987476628,1782068569260,False,True
660014545,74.30000000,18.49300000,1987476629,1987476643,1782068569261,False,True
660014546,74.31000000,16.00000000,1987476644,1987476663,1782068569274,False,True
660014547,74.31000000,14.38600000,1987476664,1987476677,1782068569286,False,True
660014548,74.31000000,0.07100000,1987476678,1987476678,1782068569286,False,True
660014549,74.32000000,1.00000000,1987476679,1987476684,1782068569291,False,True
660014550,74.32000000,14.64100000,1987476685,1987476697,1782068569312,False,True
660014551,74.32000000,1.00000000,1987476698,1987476711,1782068569315,False,True
660014552,74.33000000,1.34500000,1987476712,1987476713,1782068569759,False,True
660014553,74.32000000,0.10200000,1987476714,1987476714,1782068569771,True,True
660014554,74.32000000,262.49900000,1987476715,1987476730,1782068570269,True,True
660014555,74.32000000,1.44900000,1987476731,1987476731,1782068572050,False,True
660014556,74.32000000,18.43300000,1987476732,1987476733,1782068572055,False,True
660014557,74.32000000,0.59300000,1987476734,1987476734,1782068572055,False,True
660014558,74.32000000,10.08500000,1987476735,1987476735,1782068572057,False,True
660014559,74.32000000,3.89900000,1987476736,1987476736,1782068572059,False,True
660014560,74.32000000,23.56400000,1987476737,1987476737,1782068572059,False,True
660014561,74.32000000,7.73600000,1987476738,1987476738,1782068572059,False,True
660014562,74.32000000,0.43700000,1987476739,1987476739,1782068572060,False,True
660014563,74.32000000,11.32800000,1987476740,1987476743,1782068572061,False,True
660014564,74.32000000,0.57100000,1987476744,1987476744,1782068572063,False,True
660014565,74.32000000,1.92800000,1987476745,1987476745,1782068572076,False,True
660014566,74.31000000,0.27300000,1987476746,1987476746,1782068572854,True,True
660014567,74.32000000,8.52200000,1987476747,1987476747,1782068573491,False,True
660014568,74.32000000,0.45500000,1987476748,1987476748,1782068573493,False,True
660014569,74.32000000,0.39100000,1987476749,1987476749,1782068573494,False,True
660014570,74.32000000,0.41700000,1987476750,1987476750,1782068573495,False,True
660014571,74.32000000,0.48300000,1987476751,1987476751,1782068573496,False,True
660014572,74.32000000,12.72900000,1987476752,1987476762,1782068573498,False,True
660014573,74.32000000,0.42900000,1987476763,1987476763,1782068573500,False,True
660014574,74.32000000,1.96900000,1987476764,1987476764,1782068573501,False,True
660014575,74.32000000,0.48300000,1987476765,1987476765,1782068573502,False,True
660014576,74.32000000,0.34000000,1987476766,1987476766,1782068573503,False,True
660014577,74.32000000,9.70100000,1987476767,1987476767,1782068574265,False,True
660014578,74.32000000,0.49100000,1987476768,1987476768,1782068574266,False,True
660014579,74.32000000,0.42700000,1987476769,1987476769,1782068574267,False,True
660014580,74.32000000,0.37200000,1987476770,1987476770,1782068574269,False,True
660014581,74.32000000,0.49200000,1987476771,1987476771,1782068574270,False,True
660014582,74.32000000,0.42700000,1987476772,1987476772,1782068574271,False,True
660014583,74.32000000,0.36600000,1987476773,1987476773,1782068574272,False,True
660014584,74.32000000,0.37000000,1987476774,1987476774,1782068574273,False,True
660014585,74.32000000,0.41600000,1987476775,1987476775,1782068574275,False,True
660014586,74.32000000,8.35700000,1987476776,1987476776,1782068574276,False,True
660014587,74.31000000,203.59900000,1987476777,1987476802,1782068574964,True,True
660014588,74.32000000,0.80900000,1987476803,1987476803,1782068575923,False,True
660014589,74.31000000,3.91300000,1987476804,1987476813,1782068576421,True,True
660014590,74.31000000,0.78100000,1987476814,1987476814,1782068578269,False,True
660014591,74.30000000,28.98900000,1987476815,1987476839,1782068578760,True,True
660014592,74.29000000,1.20100000,1987476840,1987476840,1782068580225,True,True
660014593,74.29000000,1.72000000,1987476841,1987476860,1782068580446,True,True
660014594,74.29000000,0.74200000,1987476861,1987476861,1782068580545,False,True
660014595,74.28000000,20.26000000,1987476862,1987476862,1782068580691,True,True
660014596,74.29000000,0.13400000,1987476863,1987476863,1782068581610,False,True
660014597,74.28000000,0.13700000,1987476864,1987476864,1782068585535,True,True
660014598,74.28000000,5.06400000,1987476865,1987476888,1782068586046,True,True
660014599,74.27000000,0.13600000,1987476889,1987476890,1782068586554,True,True
660014600,74.27000000,0.70000000,1987476891,1987476895,1782068593258,True,True
660014601,74.28000000,2.70100000,1987476896,1987476896,1782068596505,False,True
660014602,74.27000000,94.91600000,1987476897,1987476915,1782068597027,True,True
660014603,74.27000000,106.03600000,1987476916,1987476923,1782068597027,True,True
660014604,74.26000000,1.46400000,1987476924,1987476936,1782068597118,True,True
660014605,74.26000000,3.03400000,1987476937,1987476954,1782068598021,True,True
660014606,74.25000000,8.63800000,1987476955,1987476975,1782068598246,True,True
660014607,74.25000000,1.71000000,1987476976,1987476976,1782068598431,False,True
660014608,74.25000000,5.14400000,1987476977,1987476977,1782068598664,False,True
660014609,74.24000000,6.90400000,1987476978,1987476999,1782068600346,True,True
660014610,74.23000000,0.84900000,1987477000,1987477000,1782068600719,True,True
660014611,74.23000000,0.63700000,1987477001,1987477001,1782068602245,True,True
660014612,74.23000000,6.88200000,1987477002,1987477023,1782068606446,True,True
660014613,74.22000000,1.71700000,1987477024,1987477031,1782068606457,True,True
660014614,74.23000000,399.60600000,1987477032,1987477041,1782068606842,False,True
660014615,74.23000000,1.00000000,1987477042,1987477044,1782068607830,False,True
660014616,74.23000000,0.36300000,1987477045,1987477045,1782068608794,False,True
660014617,74.23000000,0.65900000,1987477046,1987477046,1782068608916,False,True
